Date,Geographic area,Relative AI hiring year-over-year ratio
1/1/18,Argentina,2.37%
2/1/18,Argentina,12.24%
3/1/18,Argentina,40.74%
4/1/18,Argentina,42.43%
5/1/18,Argentina,35.12%
6/1/18,Argentina,28.22%
7/1/18,Argentina,23.23%
8/1/18,Argentina,25.21%
9/1/18,Argentina,27.29%
10/1/18,Argentina,30.64%
11/1/18,Argentina,26.86%
12/1/18,Argentina,28.82%
1/1/19,Argentina,33.71%
2/1/19,Argentina,38.52%
3/1/19,Argentina,33.06%
4/1/19,Argentina,31.81%
5/1/19,Argentina,35.05%
6/1/19,Argentina,43.19%
7/1/19,Argentina,50.35%
8/1/19,Argentina,48.13%
9/1/19,Argentina,48.75%
10/1/19,Argentina,48.13%
11/1/19,Argentina,49.68%
12/1/19,Argentina,46.43%
1/1/20,Argentina,42.82%
2/1/20,Argentina,37.22%
3/1/20,Argentina,36.83%
4/1/20,Argentina,40.35%
5/1/20,Argentina,48.28%
6/1/20,Argentina,43.66%
7/1/20,Argentina,37.29%
8/1/20,Argentina,41.13%
9/1/20,Argentina,40.05%
10/1/20,Argentina,38.07%
11/1/20,Argentina,44.92%
12/1/20,Argentina,48.81%
1/1/21,Argentina,48.67%
2/1/21,Argentina,50.75%
3/1/21,Argentina,50.59%
4/1/21,Argentina,44.41%
5/1/21,Argentina,32.31%
6/1/21,Argentina,31.54%
7/1/21,Argentina,33.49%
8/1/21,Argentina,29.56%
9/1/21,Argentina,26.07%
10/1/21,Argentina,22.72%
11/1/21,Argentina,15.69%
12/1/21,Argentina,10.45%
1/1/22,Argentina,10.87%
2/1/22,Argentina,6.82%
3/1/22,Argentina,4.98%
4/1/22,Argentina,4.51%
5/1/22,Argentina,4.62%
6/1/22,Argentina,1.08%
7/1/22,Argentina,-1.03%
8/1/22,Argentina,-3.23%
9/1/22,Argentina,-2.99%
10/1/22,Argentina,-3.11%
11/1/22,Argentina,-3.78%
12/1/22,Argentina,-2.61%
1/1/23,Argentina,-5.26%
2/1/23,Argentina,-4.17%
3/1/23,Argentina,-6.13%
4/1/23,Argentina,-6.90%
5/1/23,Argentina,-7.31%
6/1/23,Argentina,-6.43%
7/1/23,Argentina,-7.22%
8/1/23,Argentina,-4.76%
9/1/23,Argentina,-5.03%
10/1/23,Argentina,-1.20%
11/1/23,Argentina,-0.82%
12/1/23,Argentina,-1.95%
1/1/24,Argentina,-0.32%
2/1/24,Argentina,0.28%
3/1/24,Argentina,5.93%
4/1/24,Argentina,9.48%
5/1/24,Argentina,13.94%
6/1/24,Argentina,16.99%
7/1/24,Argentina,20.39%
8/1/24,Argentina,20.87%
9/1/24,Argentina,23.27%
10/1/24,Argentina,21.69%
11/1/24,Argentina,22.84%
12/1/24,Argentina,26.39%
1/1/18,Australia,20.39%
2/1/18,Australia,19.90%
3/1/18,Australia,17.53%
4/1/18,Australia,16.86%
5/1/18,Australia,17.67%
6/1/18,Australia,18.50%
7/1/18,Australia,18.76%
8/1/18,Australia,18.37%
9/1/18,Australia,19.01%
10/1/18,Australia,17.77%
11/1/18,Australia,18.49%
12/1/18,Australia,21.97%
1/1/19,Australia,22.29%
2/1/19,Australia,22.57%
3/1/19,Australia,23.33%
4/1/19,Australia,23.28%
5/1/19,Australia,23.02%
6/1/19,Australia,22.83%
7/1/19,Australia,23.41%
8/1/19,Australia,23.68%
9/1/19,Australia,22.85%
10/1/19,Australia,24.16%
11/1/19,Australia,23.48%
12/1/19,Australia,19.39%
1/1/20,Australia,18.90%
2/1/20,Australia,18.09%
3/1/20,Australia,17.39%
4/1/20,Australia,18.00%
5/1/20,Australia,18.46%
6/1/20,Australia,17.24%
7/1/20,Australia,15.05%
8/1/20,Australia,14.75%
9/1/20,Australia,14.52%
10/1/20,Australia,13.33%
11/1/20,Australia,12.10%
12/1/20,Australia,11.69%
1/1/21,Australia,10.29%
2/1/21,Australia,10.13%
3/1/21,Australia,9.13%
4/1/21,Australia,7.64%
5/1/21,Australia,6.09%
6/1/21,Australia,7.65%
7/1/21,Australia,9.21%
8/1/21,Australia,9.34%
9/1/21,Australia,10.50%
10/1/21,Australia,11.88%
11/1/21,Australia,13.37%
12/1/21,Australia,13.61%
1/1/22,Australia,14.83%
2/1/22,Australia,14.46%
3/1/22,Australia,15.21%
4/1/22,Australia,16.11%
5/1/22,Australia,16.11%
6/1/22,Australia,14.26%
7/1/22,Australia,11.89%
8/1/22,Australia,9.43%
9/1/22,Australia,6.69%
10/1/22,Australia,3.95%
11/1/22,Australia,1.32%
12/1/22,Australia,-0.47%
1/1/23,Australia,-2.72%
2/1/23,Australia,-2.31%
3/1/23,Australia,-3.78%
4/1/23,Australia,-5.98%
5/1/23,Australia,-6.67%
6/1/23,Australia,-7.98%
7/1/23,Australia,-6.78%
8/1/23,Australia,-5.11%
9/1/23,Australia,-4.72%
10/1/23,Australia,-3.98%
11/1/23,Australia,-1.94%
12/1/23,Australia,1.02%
1/1/24,Australia,2.13%
2/1/24,Australia,1.76%
3/1/24,Australia,4.12%
4/1/24,Australia,6.44%
5/1/24,Australia,7.01%
6/1/24,Australia,10.63%
7/1/24,Australia,11.48%
8/1/24,Australia,12.61%
9/1/24,Australia,14.43%
10/1/24,Australia,16.62%
11/1/24,Australia,16.96%
12/1/24,Australia,16.78%
1/1/18,Austria,29.18%
2/1/18,Austria,49.57%
3/1/18,Austria,29.00%
4/1/18,Austria,20.55%
5/1/18,Austria,12.48%
6/1/18,Austria,9.00%
7/1/18,Austria,9.11%
8/1/18,Austria,14.43%
9/1/18,Austria,17.95%
10/1/18,Austria,19.14%
11/1/18,Austria,16.41%
12/1/18,Austria,18.14%
1/1/19,Austria,16.21%
2/1/19,Austria,9.66%
3/1/19,Austria,16.11%
4/1/19,Austria,16.93%
5/1/19,Austria,20.26%
6/1/19,Austria,23.51%
7/1/19,Austria,28.24%
8/1/19,Austria,23.87%
9/1/19,Austria,19.81%
10/1/19,Austria,16.52%
11/1/19,Austria,21.24%
12/1/19,Austria,18.80%
1/1/20,Austria,18.35%
2/1/20,Austria,19.98%
3/1/20,Austria,14.70%
4/1/20,Austria,18.89%
5/1/20,Austria,22.30%
6/1/20,Austria,21.34%
7/1/20,Austria,14.61%
8/1/20,Austria,15.67%
9/1/20,Austria,17.76%
10/1/20,Austria,22.93%
11/1/20,Austria,20.10%
12/1/20,Austria,21.11%
1/1/21,Austria,23.43%
2/1/21,Austria,22.80%
3/1/21,Austria,22.10%
4/1/21,Austria,17.25%
5/1/21,Austria,11.66%
6/1/21,Austria,8.88%
7/1/21,Austria,10.37%
8/1/21,Austria,10.15%
9/1/21,Austria,8.46%
10/1/21,Austria,3.84%
11/1/21,Austria,2.08%
12/1/21,Austria,0.96%
1/1/22,Austria,-0.57%
2/1/22,Austria,-0.53%
3/1/22,Austria,2.16%
4/1/22,Austria,1.39%
5/1/22,Austria,0.94%
6/1/22,Austria,2.23%
7/1/22,Austria,2.02%
8/1/22,Austria,1.31%
9/1/22,Austria,1.06%
10/1/22,Austria,1.25%
11/1/22,Austria,4.23%
12/1/22,Austria,3.30%
1/1/23,Austria,1.38%
2/1/23,Austria,1.78%
3/1/23,Austria,-0.18%
4/1/23,Austria,1.46%
5/1/23,Austria,3.41%
6/1/23,Austria,6.11%
7/1/23,Austria,7.62%
8/1/23,Austria,7.07%
9/1/23,Austria,6.88%
10/1/23,Austria,8.37%
11/1/23,Austria,6.19%
12/1/23,Austria,7.50%
1/1/24,Austria,9.75%
2/1/24,Austria,10.38%
3/1/24,Austria,11.12%
4/1/24,Austria,11.90%
5/1/24,Austria,12.80%
6/1/24,Austria,11.76%
7/1/24,Austria,10.65%
8/1/24,Austria,13.34%
9/1/24,Austria,15.84%
10/1/24,Austria,15.57%
11/1/24,Austria,15.92%
12/1/24,Austria,16.24%
1/1/18,Belgium,-5.69%
2/1/18,Belgium,-2.76%
3/1/18,Belgium,2.78%
4/1/18,Belgium,2.77%
5/1/18,Belgium,1.82%
6/1/18,Belgium,5.01%
7/1/18,Belgium,5.48%
8/1/18,Belgium,6.11%
9/1/18,Belgium,5.74%
10/1/18,Belgium,10.24%
11/1/18,Belgium,9.05%
12/1/18,Belgium,11.64%
1/1/19,Belgium,14.84%
2/1/19,Belgium,16.33%
3/1/19,Belgium,15.61%
4/1/19,Belgium,17.47%
5/1/19,Belgium,19.24%
6/1/19,Belgium,16.96%
7/1/19,Belgium,18.09%
8/1/19,Belgium,19.68%
9/1/19,Belgium,21.61%
10/1/19,Belgium,17.98%
11/1/19,Belgium,20.19%
12/1/19,Belgium,16.79%
1/1/20,Belgium,14.13%
2/1/20,Belgium,14.23%
3/1/20,Belgium,15.62%
4/1/20,Belgium,15.98%
5/1/20,Belgium,15.09%
6/1/20,Belgium,16.93%
7/1/20,Belgium,16.69%
8/1/20,Belgium,14.74%
9/1/20,Belgium,12.96%
10/1/20,Belgium,11.95%
11/1/20,Belgium,11.61%
12/1/20,Belgium,13.43%
1/1/21,Belgium,13.75%
2/1/21,Belgium,13.86%
3/1/21,Belgium,11.66%
4/1/21,Belgium,9.13%
5/1/21,Belgium,11.04%
6/1/21,Belgium,11.44%
7/1/21,Belgium,9.96%
8/1/21,Belgium,8.14%
9/1/21,Belgium,8.86%
10/1/21,Belgium,9.52%
11/1/21,Belgium,7.56%
12/1/21,Belgium,5.27%
1/1/22,Belgium,7.03%
2/1/22,Belgium,4.48%
3/1/22,Belgium,5.78%
4/1/22,Belgium,6.44%
5/1/22,Belgium,2.55%
6/1/22,Belgium,-0.17%
7/1/22,Belgium,-0.32%
8/1/22,Belgium,1.35%
9/1/22,Belgium,1.25%
10/1/22,Belgium,2.52%
11/1/22,Belgium,4.39%
12/1/22,Belgium,6.30%
1/1/23,Belgium,4.75%
2/1/23,Belgium,6.90%
3/1/23,Belgium,5.57%
4/1/23,Belgium,5.31%
5/1/23,Belgium,7.88%
6/1/23,Belgium,9.00%
7/1/23,Belgium,9.75%
8/1/23,Belgium,11.19%
9/1/23,Belgium,9.83%
10/1/23,Belgium,8.37%
11/1/23,Belgium,7.48%
12/1/23,Belgium,6.72%
1/1/24,Belgium,6.44%
2/1/24,Belgium,5.27%
3/1/24,Belgium,7.62%
4/1/24,Belgium,8.77%
5/1/24,Belgium,9.36%
6/1/24,Belgium,12.72%
7/1/24,Belgium,11.65%
8/1/24,Belgium,9.61%
9/1/24,Belgium,11.37%
10/1/24,Belgium,12.18%
11/1/24,Belgium,12.04%
12/1/24,Belgium,10.53%
1/1/18,Brazil,43.02%
2/1/18,Brazil,54.43%
3/1/18,Brazil,51.57%
4/1/18,Brazil,47.77%
5/1/18,Brazil,43.22%
6/1/18,Brazil,48.86%
7/1/18,Brazil,51.54%
8/1/18,Brazil,46.38%
9/1/18,Brazil,43.30%
10/1/18,Brazil,42.24%
11/1/18,Brazil,42.68%
12/1/18,Brazil,42.32%
1/1/19,Brazil,41.45%
2/1/19,Brazil,37.24%
3/1/19,Brazil,34.95%
4/1/19,Brazil,33.99%
5/1/19,Brazil,34.10%
6/1/19,Brazil,28.48%
7/1/19,Brazil,25.12%
8/1/19,Brazil,27.20%
9/1/19,Brazil,28.70%
10/1/19,Brazil,28.55%
11/1/19,Brazil,26.46%
12/1/19,Brazil,24.91%
1/1/20,Brazil,24.70%
2/1/20,Brazil,25.26%
3/1/20,Brazil,28.03%
4/1/20,Brazil,32.24%
5/1/20,Brazil,32.64%
6/1/20,Brazil,33.18%
7/1/20,Brazil,33.28%
8/1/20,Brazil,32.29%
9/1/20,Brazil,31.27%
10/1/20,Brazil,30.39%
11/1/20,Brazil,30.16%
12/1/20,Brazil,30.08%
1/1/21,Brazil,28.15%
2/1/21,Brazil,27.67%
3/1/21,Brazil,24.14%
4/1/21,Brazil,18.01%
5/1/21,Brazil,17.39%
6/1/21,Brazil,18.30%
7/1/21,Brazil,17.86%
8/1/21,Brazil,17.87%
9/1/21,Brazil,18.31%
10/1/21,Brazil,17.97%
11/1/21,Brazil,17.10%
12/1/21,Brazil,16.16%
1/1/22,Brazil,17.10%
2/1/22,Brazil,15.94%
3/1/22,Brazil,14.99%
4/1/22,Brazil,14.43%
5/1/22,Brazil,11.91%
6/1/22,Brazil,9.04%
7/1/22,Brazil,6.11%
8/1/22,Brazil,2.99%
9/1/22,Brazil,-0.92%
10/1/22,Brazil,-3.37%
11/1/22,Brazil,-4.81%
12/1/22,Brazil,-5.93%
1/1/23,Brazil,-7.92%
2/1/23,Brazil,-8.26%
3/1/23,Brazil,-8.98%
4/1/23,Brazil,-9.79%
5/1/23,Brazil,-10.10%
6/1/23,Brazil,-10.77%
7/1/23,Brazil,-10.17%
8/1/23,Brazil,-9.32%
9/1/23,Brazil,-7.84%
10/1/23,Brazil,-5.99%
11/1/23,Brazil,-5.05%
12/1/23,Brazil,-4.37%
1/1/24,Brazil,-3.66%
2/1/24,Brazil,-2.58%
3/1/24,Brazil,0.57%
4/1/24,Brazil,4.03%
5/1/24,Brazil,7.23%
6/1/24,Brazil,11.63%
7/1/24,Brazil,15.02%
8/1/24,Brazil,18.89%
9/1/24,Brazil,22.37%
10/1/24,Brazil,24.39%
11/1/24,Brazil,27.79%
12/1/24,Brazil,30.83%
1/1/18,Canada,31.36%
2/1/18,Canada,18.58%
3/1/18,Canada,19.29%
4/1/18,Canada,19.00%
5/1/18,Canada,21.48%
6/1/18,Canada,22.98%
7/1/18,Canada,24.74%
8/1/18,Canada,24.08%
9/1/18,Canada,24.94%
10/1/18,Canada,24.40%
11/1/18,Canada,24.34%
12/1/18,Canada,23.51%
1/1/19,Canada,22.17%
2/1/19,Canada,24.65%
3/1/19,Canada,25.60%
4/1/19,Canada,25.07%
5/1/19,Canada,24.80%
6/1/19,Canada,23.92%
7/1/19,Canada,22.37%
8/1/19,Canada,22.42%
9/1/19,Canada,21.46%
10/1/19,Canada,21.19%
11/1/19,Canada,20.94%
12/1/19,Canada,20.94%
1/1/20,Canada,21.59%
2/1/20,Canada,20.37%
3/1/20,Canada,19.41%
4/1/20,Canada,22.27%
5/1/20,Canada,24.30%
6/1/20,Canada,25.30%
7/1/20,Canada,24.84%
8/1/20,Canada,24.55%
9/1/20,Canada,24.11%
10/1/20,Canada,23.86%
11/1/20,Canada,23.50%
12/1/20,Canada,24.09%
1/1/21,Canada,23.84%
2/1/21,Canada,23.35%
3/1/21,Canada,22.45%
4/1/21,Canada,18.08%
5/1/21,Canada,12.14%
6/1/21,Canada,9.92%
7/1/21,Canada,10.71%
8/1/21,Canada,10.91%
9/1/21,Canada,10.20%
10/1/21,Canada,10.47%
11/1/21,Canada,10.52%
12/1/21,Canada,9.81%
1/1/22,Canada,9.00%
2/1/22,Canada,8.16%
3/1/22,Canada,8.16%
4/1/22,Canada,10.13%
5/1/22,Canada,12.37%
6/1/22,Canada,12.64%
7/1/22,Canada,11.49%
8/1/22,Canada,10.27%
9/1/22,Canada,10.60%
10/1/22,Canada,9.37%
11/1/22,Canada,7.25%
12/1/22,Canada,6.07%
1/1/23,Canada,5.21%
2/1/23,Canada,4.45%
3/1/23,Canada,3.13%
4/1/23,Canada,0.93%
5/1/23,Canada,0.72%
6/1/23,Canada,-0.67%
7/1/23,Canada,-1.75%
8/1/23,Canada,-2.67%
9/1/23,Canada,-3.07%
10/1/23,Canada,-2.22%
11/1/23,Canada,-0.34%
12/1/23,Canada,0.32%
1/1/24,Canada,1.42%
2/1/24,Canada,3.32%
3/1/24,Canada,5.57%
4/1/24,Canada,8.42%
5/1/24,Canada,9.64%
6/1/24,Canada,13.08%
7/1/24,Canada,16.08%
8/1/24,Canada,19.11%
9/1/24,Canada,20.62%
10/1/24,Canada,21.97%
11/1/24,Canada,23.05%
12/1/24,Canada,26.13%
1/1/18,Chile,-24.70%
2/1/18,Chile,-16.40%
3/1/18,Chile,-2.29%
4/1/18,Chile,0.67%
5/1/18,Chile,9.36%
6/1/18,Chile,13.47%
7/1/18,Chile,19.63%
8/1/18,Chile,15.96%
9/1/18,Chile,18.74%
10/1/18,Chile,17.03%
11/1/18,Chile,19.86%
12/1/18,Chile,21.90%
1/1/19,Chile,29.88%
2/1/19,Chile,31.59%
3/1/19,Chile,32.10%
4/1/19,Chile,34.62%
5/1/19,Chile,32.98%
6/1/19,Chile,31.82%
7/1/19,Chile,27.18%
8/1/19,Chile,31.85%
9/1/19,Chile,32.03%
10/1/19,Chile,33.58%
11/1/19,Chile,36.47%
12/1/19,Chile,35.54%
1/1/20,Chile,30.37%
2/1/20,Chile,33.59%
3/1/20,Chile,32.27%
4/1/20,Chile,32.64%
5/1/20,Chile,32.17%
6/1/20,Chile,29.08%
7/1/20,Chile,33.45%
8/1/20,Chile,31.10%
9/1/20,Chile,28.44%
10/1/20,Chile,28.53%
11/1/20,Chile,21.45%
12/1/20,Chile,20.10%
1/1/21,Chile,21.56%
2/1/21,Chile,20.05%
3/1/21,Chile,22.41%
4/1/21,Chile,19.20%
5/1/21,Chile,22.01%
6/1/21,Chile,31.01%
7/1/21,Chile,28.57%
8/1/21,Chile,27.61%
9/1/21,Chile,27.72%
10/1/21,Chile,25.90%
11/1/21,Chile,27.46%
12/1/21,Chile,27.46%
1/1/22,Chile,26.72%
2/1/22,Chile,25.32%
3/1/22,Chile,21.86%
4/1/22,Chile,21.30%
5/1/22,Chile,17.04%
6/1/22,Chile,8.87%
7/1/22,Chile,6.50%
8/1/22,Chile,6.06%
9/1/22,Chile,4.13%
10/1/22,Chile,3.52%
11/1/22,Chile,0.04%
12/1/22,Chile,-2.85%
1/1/23,Chile,-4.09%
2/1/23,Chile,-5.31%
3/1/23,Chile,-5.91%
4/1/23,Chile,-6.14%
5/1/23,Chile,-7.30%
6/1/23,Chile,-7.34%
7/1/23,Chile,-7.19%
8/1/23,Chile,-5.94%
9/1/23,Chile,-3.25%
10/1/23,Chile,-0.56%
11/1/23,Chile,3.22%
12/1/23,Chile,6.67%
1/1/24,Chile,7.92%
2/1/24,Chile,9.17%
3/1/24,Chile,9.86%
4/1/24,Chile,11.98%
5/1/24,Chile,15.11%
6/1/24,Chile,19.39%
7/1/24,Chile,22.35%
8/1/24,Chile,23.11%
9/1/24,Chile,23.54%
10/1/24,Chile,23.74%
11/1/24,Chile,23.73%
12/1/24,Chile,22.18%
1/1/18,Costa Rica,7.64%
2/1/18,Costa Rica,32.61%
3/1/18,Costa Rica,47.61%
4/1/18,Costa Rica,35.21%
5/1/18,Costa Rica,40.11%
6/1/18,Costa Rica,74.67%
7/1/18,Costa Rica,60.15%
8/1/18,Costa Rica,54.57%
9/1/18,Costa Rica,62.42%
10/1/18,Costa Rica,62.26%
11/1/18,Costa Rica,66.74%
12/1/18,Costa Rica,63.20%
1/1/19,Costa Rica,63.05%
2/1/19,Costa Rica,65.49%
3/1/19,Costa Rica,60.34%
4/1/19,Costa Rica,60.30%
5/1/19,Costa Rica,58.30%
6/1/19,Costa Rica,35.33%
7/1/19,Costa Rica,39.82%
8/1/19,Costa Rica,41.56%
9/1/19,Costa Rica,32.45%
10/1/19,Costa Rica,27.92%
11/1/19,Costa Rica,15.93%
12/1/19,Costa Rica,14.69%
1/1/20,Costa Rica,16.60%
2/1/20,Costa Rica,10.01%
3/1/20,Costa Rica,8.72%
4/1/20,Costa Rica,16.15%
5/1/20,Costa Rica,14.68%
6/1/20,Costa Rica,17.50%
7/1/20,Costa Rica,15.88%
8/1/20,Costa Rica,15.67%
9/1/20,Costa Rica,13.12%
10/1/20,Costa Rica,15.66%
11/1/20,Costa Rica,27.70%
12/1/20,Costa Rica,32.23%
1/1/21,Costa Rica,33.58%
2/1/21,Costa Rica,32.98%
3/1/21,Costa Rica,35.85%
4/1/21,Costa Rica,28.68%
5/1/21,Costa Rica,30.34%
6/1/21,Costa Rica,39.84%
7/1/21,Costa Rica,44.71%
8/1/21,Costa Rica,41.82%
9/1/21,Costa Rica,46.58%
10/1/21,Costa Rica,43.56%
11/1/21,Costa Rica,34.49%
12/1/21,Costa Rica,28.39%
1/1/22,Costa Rica,23.74%
2/1/22,Costa Rica,25.11%
3/1/22,Costa Rica,24.56%
4/1/22,Costa Rica,24.26%
5/1/22,Costa Rica,21.20%
6/1/22,Costa Rica,9.79%
7/1/22,Costa Rica,6.18%
8/1/22,Costa Rica,7.85%
9/1/22,Costa Rica,2.40%
10/1/22,Costa Rica,1.08%
11/1/22,Costa Rica,-1.56%
12/1/22,Costa Rica,-1.02%
1/1/23,Costa Rica,-0.69%
2/1/23,Costa Rica,-1.81%
3/1/23,Costa Rica,-6.54%
4/1/23,Costa Rica,-4.71%
5/1/23,Costa Rica,-5.21%
6/1/23,Costa Rica,-2.17%
7/1/23,Costa Rica,-4.17%
8/1/23,Costa Rica,-7.00%
9/1/23,Costa Rica,-2.33%
10/1/23,Costa Rica,3.66%
11/1/23,Costa Rica,10.63%
12/1/23,Costa Rica,13.38%
1/1/24,Costa Rica,16.19%
2/1/24,Costa Rica,17.39%
3/1/24,Costa Rica,23.89%
4/1/24,Costa Rica,24.35%
5/1/24,Costa Rica,26.30%
6/1/24,Costa Rica,26.14%
7/1/24,Costa Rica,27.22%
8/1/24,Costa Rica,32.05%
9/1/24,Costa Rica,30.56%
10/1/24,Costa Rica,26.82%
11/1/24,Costa Rica,21.42%
12/1/24,Costa Rica,17.61%
1/1/18,Croatia,100.09%
2/1/18,Croatia,53.17%
3/1/18,Croatia,56.14%
4/1/18,Croatia,62.16%
5/1/18,Croatia,47.54%
6/1/18,Croatia,45.76%
7/1/18,Croatia,65.04%
8/1/18,Croatia,58.28%
9/1/18,Croatia,49.82%
10/1/18,Croatia,53.43%
11/1/18,Croatia,49.74%
12/1/18,Croatia,49.58%
1/1/19,Croatia,44.50%
2/1/19,Croatia,50.59%
3/1/19,Croatia,43.84%
4/1/19,Croatia,34.33%
5/1/19,Croatia,38.73%
6/1/19,Croatia,33.65%
7/1/19,Croatia,17.61%
8/1/19,Croatia,18.92%
9/1/19,Croatia,28.99%
10/1/19,Croatia,23.67%
11/1/19,Croatia,24.53%
12/1/19,Croatia,29.42%
1/1/20,Croatia,24.96%
2/1/20,Croatia,16.68%
3/1/20,Croatia,20.10%
4/1/20,Croatia,39.92%
5/1/20,Croatia,45.80%
6/1/20,Croatia,49.90%
7/1/20,Croatia,52.73%
8/1/20,Croatia,54.29%
9/1/20,Croatia,44.57%
10/1/20,Croatia,39.84%
11/1/20,Croatia,36.60%
12/1/20,Croatia,27.93%
1/1/21,Croatia,36.62%
2/1/21,Croatia,45.19%
3/1/21,Croatia,49.13%
4/1/21,Croatia,30.50%
5/1/21,Croatia,19.17%
6/1/21,Croatia,17.41%
7/1/21,Croatia,17.25%
8/1/21,Croatia,14.26%
9/1/21,Croatia,16.17%
10/1/21,Croatia,24.06%
11/1/21,Croatia,30.40%
12/1/21,Croatia,31.14%
1/1/22,Croatia,24.25%
2/1/22,Croatia,17.01%
3/1/22,Croatia,8.27%
4/1/22,Croatia,8.04%
5/1/22,Croatia,15.00%
6/1/22,Croatia,15.09%
7/1/22,Croatia,11.69%
8/1/22,Croatia,11.89%
9/1/22,Croatia,12.89%
10/1/22,Croatia,11.11%
11/1/22,Croatia,4.99%
12/1/22,Croatia,5.00%
1/1/23,Croatia,3.09%
2/1/23,Croatia,2.45%
3/1/23,Croatia,7.34%
4/1/23,Croatia,9.55%
5/1/23,Croatia,5.58%
6/1/23,Croatia,7.01%
7/1/23,Croatia,8.69%
8/1/23,Croatia,7.26%
9/1/23,Croatia,4.76%
10/1/23,Croatia,-0.02%
11/1/23,Croatia,2.48%
12/1/23,Croatia,1.89%
1/1/24,Croatia,3.19%
2/1/24,Croatia,6.71%
3/1/24,Croatia,4.59%
4/1/24,Croatia,5.96%
5/1/24,Croatia,3.66%
6/1/24,Croatia,1.95%
7/1/24,Croatia,4.57%
8/1/24,Croatia,4.82%
9/1/24,Croatia,7.00%
10/1/24,Croatia,10.40%
11/1/24,Croatia,7.76%
12/1/24,Croatia,7.62%
1/1/18,Cyprus,172.53%
2/1/18,Cyprus,68.82%
3/1/18,Cyprus,88.73%
4/1/18,Cyprus,94.39%
5/1/18,Cyprus,58.84%
6/1/18,Cyprus,53.24%
7/1/18,Cyprus,70.17%
8/1/18,Cyprus,59.79%
9/1/18,Cyprus,59.90%
10/1/18,Cyprus,66.16%
11/1/18,Cyprus,58.65%
12/1/18,Cyprus,98.36%
1/1/19,Cyprus,84.15%
2/1/19,Cyprus,95.28%
3/1/19,Cyprus,89.36%
4/1/19,Cyprus,78.02%
5/1/19,Cyprus,135.08%
6/1/19,Cyprus,139.04%
7/1/19,Cyprus,120.37%
8/1/19,Cyprus,127.32%
9/1/19,Cyprus,120.90%
10/1/19,Cyprus,112.43%
11/1/19,Cyprus,117.83%
12/1/19,Cyprus,73.38%
1/1/20,Cyprus,83.03%
2/1/20,Cyprus,71.21%
3/1/20,Cyprus,67.54%
4/1/20,Cyprus,77.56%
5/1/20,Cyprus,29.85%
6/1/20,Cyprus,21.19%
7/1/20,Cyprus,36.94%
8/1/20,Cyprus,30.03%
9/1/20,Cyprus,34.40%
10/1/20,Cyprus,29.98%
11/1/20,Cyprus,25.30%
12/1/20,Cyprus,25.71%
1/1/21,Cyprus,12.26%
2/1/21,Cyprus,19.88%
3/1/21,Cyprus,13.74%
4/1/21,Cyprus,7.65%
5/1/21,Cyprus,6.31%
6/1/21,Cyprus,10.51%
7/1/21,Cyprus,-1.75%
8/1/21,Cyprus,-0.74%
9/1/21,Cyprus,-4.00%
10/1/21,Cyprus,-2.19%
11/1/21,Cyprus,-1.74%
12/1/21,Cyprus,-3.42%
1/1/22,Cyprus,3.68%
2/1/22,Cyprus,-1.82%
3/1/22,Cyprus,15.58%
4/1/22,Cyprus,11.09%
5/1/22,Cyprus,8.21%
6/1/22,Cyprus,10.56%
7/1/22,Cyprus,11.17%
8/1/22,Cyprus,14.62%
9/1/22,Cyprus,14.25%
10/1/22,Cyprus,19.85%
11/1/22,Cyprus,18.44%
12/1/22,Cyprus,19.18%
1/1/23,Cyprus,19.10%
2/1/23,Cyprus,27.53%
3/1/23,Cyprus,13.61%
4/1/23,Cyprus,21.54%
5/1/23,Cyprus,29.97%
6/1/23,Cyprus,29.20%
7/1/23,Cyprus,32.21%
8/1/23,Cyprus,25.99%
9/1/23,Cyprus,29.15%
10/1/23,Cyprus,24.69%
11/1/23,Cyprus,28.46%
12/1/23,Cyprus,34.84%
1/1/24,Cyprus,30.34%
2/1/24,Cyprus,23.19%
3/1/24,Cyprus,27.04%
4/1/24,Cyprus,22.11%
5/1/24,Cyprus,16.61%
6/1/24,Cyprus,12.12%
7/1/24,Cyprus,9.42%
8/1/24,Cyprus,18.48%
9/1/24,Cyprus,16.59%
10/1/24,Cyprus,16.79%
11/1/24,Cyprus,15.35%
12/1/24,Cyprus,6.86%
1/1/18,Czech Republic,-2.29%
2/1/18,Czech Republic,15.70%
3/1/18,Czech Republic,-1.65%
4/1/18,Czech Republic,-5.16%
5/1/18,Czech Republic,-3.47%
6/1/18,Czech Republic,2.46%
7/1/18,Czech Republic,5.06%
8/1/18,Czech Republic,12.72%
9/1/18,Czech Republic,16.14%
10/1/18,Czech Republic,13.07%
11/1/18,Czech Republic,11.89%
12/1/18,Czech Republic,10.26%
1/1/19,Czech Republic,14.01%
2/1/19,Czech Republic,13.03%
3/1/19,Czech Republic,20.30%
4/1/19,Czech Republic,24.17%
5/1/19,Czech Republic,27.83%
6/1/19,Czech Republic,25.77%
7/1/19,Czech Republic,26.34%
8/1/19,Czech Republic,19.45%
9/1/19,Czech Republic,16.32%
10/1/19,Czech Republic,20.97%
11/1/19,Czech Republic,21.32%
12/1/19,Czech Republic,26.64%
1/1/20,Czech Republic,23.86%
2/1/20,Czech Republic,23.17%
3/1/20,Czech Republic,22.37%
4/1/20,Czech Republic,21.90%
