state_code,date,PHCI,UR,BPPRIV,NAICS54
MS,2025-08-01,134.18,3.9,613,41.4
MO,2025-08-01,142.19,4.1,1711,161.2
MT,2025-08-01,137.06,2.9,938,29.5
NE,2025-08-01,153.64,3.0,574,49.7
NV,2025-08-01,158.05,5.3,798,73.3
NH,2025-08-01,176.14,3.0,440,50.2
NJ,2025-08-01,142.8,5.0,2513,339.2
NM,2025-08-01,147.79,4.1,538,
NY,2025-08-01,141.19,4.0,2988,726.4
NC,2025-08-01,165.5,3.7,7124,352.4
ND,2025-08-01,161.7,2.5,351,17.6
OH,2025-08-01,135.98,5.0,2318,286.8
OK,2025-08-01,147.63,3.1,1446,84.4
OR,2025-08-01,167.17,5.0,1248,110.8
PA,2025-08-01,135.53,4.0,1830,403.1
RI,2025-08-01,136.77,4.6,143,32.4
SC,2025-08-01,172.88,4.3,3661,143.6
SD,2025-08-01,157.55,1.9,674,
TN,2025-08-01,163.25,3.6,3313,186.2
TX,2025-08-01,180.67,4.1,14273,1073.7
UT,2025-08-01,189.13,3.3,2810,130.8
VT,2025-08-01,156.42,2.5,198,18.0
VA,2025-08-01,152.76,3.6,2717,468.2
WA,2025-08-01,169.75,4.5,3101,264.0
WV,2025-08-01,122.73,3.8,308,30.0
WI,2025-08-01,140.67,3.1,2154,128.6
WY,2025-08-01,130.31,3.2,153,11.8
AL,2025-09-01,146.0,2.8,1463,131.5
AK,2025-09-01,121.93,4.7,90,14.3
AZ,2025-09-01,187.63,4.2,2523,172.4
AR,2025-09-01,148.63,3.9,1659,53.1
CA,2025-09-01,173.8,5.6,8883,1361.6
CO,2025-09-01,174.89,4.1,2830,293.4
CT,2025-09-01,135.61,3.8,1023,104.2
DE,2025-09-01,140.69,4.5,480,29.0
FL,2025-09-01,182.59,3.9,13594,766.1
GA,2025-09-01,175.42,3.4,4180,335.0
HI,2025-09-01,131.66,2.5,332,25.3
ID,2025-09-01,177.36,3.7,1407,55.2
IL,2025-09-01,137.13,4.4,1790,442.9
IN,2025-09-01,143.06,3.7,2129,152.0
IA,2025-09-01,138.31,3.7,1251,58.8
KS,2025-09-01,146.15,3.8,749,80.6
KY,2025-09-01,142.18,4.7,1627,87.6
LA,2025-09-01,116.04,4.4,1497,94.9
ME,2025-09-01,148.14,3.2,505,33.6
MD,2025-09-01,144.85,3.8,902,277.5
MA,2025-09-01,159.48,4.7,911,361.7
MI,2025-09-01,129.96,5.1,2234,310.4
MN,2025-09-01,157.44,3.7,2441,168.6
MS,2025-09-01,134.32,3.8,613,41.1
MO,2025-09-01,142.58,4.1,1711,162.2
MT,2025-09-01,136.26,3.0,938,29.7
NE,2025-09-01,153.78,3.0,574,50.0
NV,2025-09-01,158.38,5.3,798,73.2
NH,2025-09-01,176.66,3.0,440,50.9
NJ,2025-09-01,142.62,5.2,2513,337.7
NM,2025-09-01,148.03,4.1,538,
NY,2025-09-01,140.73,4.2,2988,727.5
NC,2025-09-01,165.99,3.7,7124,352.5
ND,2025-09-01,161.27,2.6,351,17.5
OH,2025-09-01,136.58,4.8,2318,290.4
OK,2025-09-01,147.67,3.2,1446,84.6
OR,2025-09-01,167.05,5.2,1248,111.3
PA,2025-09-01,135.5,4.1,1830,405.2
RI,2025-09-01,137.25,4.5,143,32.2
SC,2025-09-01,172.77,4.4,3661,143.2
SD,2025-09-01,157.08,2.0,674,
TN,2025-09-01,163.62,3.6,3313,185.6
TX,2025-09-01,180.95,4.1,14273,1068.7
UT,2025-09-01,189.51,3.4,2810,130.7
VT,2025-09-01,156.83,2.5,198,18.0
VA,2025-09-01,153.24,3.5,2717,468.9
WA,2025-09-01,170.09,4.5,3101,265.7
WV,2025-09-01,121.46,4.0,308,29.7
WI,2025-09-01,140.73,3.1,2154,129.5
WY,2025-09-01,130.05,3.3,153,12.0
